Last_Read_Heat_Zone_0Avg,A_C3H4O2I_Avg,A_C2H2O3I_Avg,A_C2H4O3I_Avg,A_C3H2O3I_Avg,A_C3H4O3I_Avg,A_C2H2O4I_Avg,A_C2H4O4I_Avg,A_C4H2O3I_Avg,A_C4H4O3I_Avg,A_C4H6O3I_Avg,A_C3H4O4I_Avg,A_C2H2O5I_Avg,A_C5H4O3I_Avg,A_C4H2O4I_Avg,A_C5H6O3I_Avg,A_C4H4O4I_Avg,A_C4H6O4I_Avg,A_C3H4O5I_Avg,A_C2H3NO5I_Avg,A_C7H6O2I_Avg,A_C6H6O3I_Avg,A_C5H4O4I_Avg,A_C6H8O3I_Avg,A_C4H2O5I_Avg,A_C5H6O4I_Avg,A_C4H4O5I_Avg,A_C5H8O4I_Avg,A_C4H6O5I_Avg,A_C2H3NO6I_Avg,A_C7H6O3I_Avg,A_C6H5NO3I_Avg,A_C7H8O3I_Avg,A_C6H8O4I_Avg,A_C4H3NO5I_Avg,A_C5H5O5I_Avg,A_C5H6O5I_Avg,A_C4H4O6I_Avg,A_C5H8O5I_Avg,A_C3H3NO6I_Avg,A_C7H7NO3I_Avg,A_C7H6O4I_Avg,A_C6H5NO4I_Avg,A_C7H8O4I_Avg,A_C6H6O5I_Avg,A_C7H10O4I_Avg,A_C5H5NO5I_Avg,A_C6H8IO5_Avg,A_C4H3NO6I_Avg,A_C5H7INO5_Avg,A_C5H6O6I_Avg,A_C6H10IO5_Avg,A_C3H3NO7I_Avg,A_C7H7NO4I_Avg,A_C7H8O5I_Avg,A_C6H7NO5I_Avg,A_C7H10O5I_Avg,A_C5H5NO6I_Avg,A_C6H8IO6_Avg,A_C5H8IN2O5_Avg,A_C4H3NO7I_Avg,A_C6H10IO6_Avg,A_C4H5NO7I_Avg,A_C5H8O7I_Avg,A_C7H5NO5I_Avg,A_C7H8O6I_Avg,A_C6H7NO6I_Avg,A_C7H10O6I_Avg,A_C6H9INO6_Avg,A_C5H8IN2O6_Avg,A_C7H12IO6_Avg,A_C5H7NO7I_Avg,A_C5H10IN2O6_Avg,A_C7H6N2O5I_Avg,A_C6H5NO7I_Avg,A_C7H9NO6I_Avg,A_C7H8IO7_Avg,A_C6H7INO7_Avg,A_C7H10IO7_Avg,A_C5H5NO8I_Avg,A_C6H9INO7_Avg,A_C7H7NO7I_Avg,A_C7H9NO7I_Avg,A_C7H11INO7_Avg,A_C7H7NO8I_Avg,A_C7H10IN2O7_Avg,A_C7H9NO8I_Avg,A_C5H10IN2O9_Avg,A_C7H10IN2O8_Avg,A_C7H9NO9I_Avg,A_C6H6N2O10I_Avg,A_C7H8N2O10I_Avg,A_C7H8N2O11I_Avg,A_C6H5N3O12I_Avg,A_C7H7N3O12I_Avg
93.91143,8.46E-06,0.00148921,0.001232911,0.000189258,0.000696947,0.002737723,0.000110468,1.50E-05,0.000354606,0.000138962,0.004012833,2.56E-06,8.50E-05,0.004134923,0,0.00427935,0.001912077,0.002901345,0.000114784,4.23E-05,0.000200028,0.001863488,0.000160839,0.001237862,0.002788991,0.003380259,0.001802136,0.008011329,0,4.67E-05,0.000110833,0.00013358,0.002241965,4.76E-05,7.44E-05,0.00652762,0.002157825,0.009051922,0,0.000127559,0.000476789,4.21E-05,0.002069724,0.007619094,0.001441282,0,0.012953827,0,0.000873462,0.005720145,0.008455275,0,9.14E-05,0.007451505,0.000403717,0.015037868,0,0.009198954,0.007403277,0,0.013074978,0,0.00046572,2.06E-05,0.021330502,0.000723719,0.035583492,0.001750484,0.004722117,0.009081857,0,0.001064412,0.000173761,9.49E-05,0.000257043,0.008678485,0.000577704,0.011319927,0,0.000774976,0.000132303,0.000288759,0.000396293,3.18E-05,0.000918135,0.000193211,0.000256931,0.000237977,8.12E-05,1.17E-05,6.59E-05,7.32E-06,1.92E-06,5.72E-07
95.199997,8.47E-06,0.001448174,0.001166066,0.000193363,0.000654984,0.002614796,0.000108088,1.53E-05,0.000339464,0.000134218,0.003791559,2.69E-06,8.42E-05,0.004144786,1.42E-05,0.004166218,0.001846135,0.002717263,0.000112082,4.46E-05,0.000212551,0.00180838,0.000165614,0.001239251,0.002699025,0.003225677,0.001908646,0.00780807,0,4.97E-05,0.000103879,0.000137365,0.002216119,6.22E-05,0,0.006352304,0.001807013,0.008662098,0,0.000123577,0.000466397,3.82E-05,0.002102559,0.007480802,0.001586149,0,0.012656239,0,0.000839058,0.005655552,0.008391892,0,8.82E-05,0.00740147,0.000421587,0.01460902,0,0.00907144,0.008370725,0,0.012848431,0,0.000471904,1.57E-05,0.021135483,0.00072519,0.03521578,0.001711884,0.004272372,0.009139734,0,0.001068579,0.000164018,8.33E-05,0.00026577,0.008676046,0.000589819,0.011279875,0,0.000772309,0.000141593,0.00028564,0.000359111,2.38E-05,0.0009611,0.00019791,0.000273144,0.000244513,8.41E-05,6.29E-06,4.92E-05,7.31E-06,3.29E-06,0
96.569992,1.39E-05,0.001411613,0.001131376,0.000197559,0.000670375,0.002526163,8.09E-05,1.58E-05,0.000344971,0.000131521,0.003708012,1.93E-08,9.59E-05,0.004155002,0,0.004068471,0.001815514,0.002583766,0.000108916,4.09E-05,0.000212851,0.001763692,0.000165751,0.001237704,0.002656312,0.003128886,0.001721549,0.007526449,0,5.35E-05,9.94E-05,0.000135598,0.002164019,4.99E-05,0,0.006128756,0.001860064,0.008293446,0,0.000122487,0.000477761,3.87E-05,0.002052836,0.007381111,0.001485093,0,0.012386699,0,0.000839209,0.005629127,0.008167418,0,9.62E-05,0.007304333,0.000401183,0.014175248,0,0.0088748,0.008078545,0,0.012739643,0,0.000496334,1.64E-05,0.020968402,0.000656315,0.0348281,0.001678944,0.004431642,0.009236181,0,0.001149909,0.000193054,8.21E-05,0.000261907,0.008624301,0.000570322,0.011262884,0,0.000765403,0.000129934,0.000282019,0.000396698,3.31E-05,0.001006114,0.000196029,0.000268212,0.000259702,8.09E-05,6.71E-06,5.83E-05,6.82E-06,1.74E-06,5.63E-07
97.947136,1.62E-05,0.001373515,0.001112715,0.000192907,0.000660645,0.002432974,9.36E-05,9.29E-06,0.000348567,0.000101991,0.003552117,2.64E-07,6.86E-05,0.004121192,0,0.003965074,0.001771687,0.002456525,9.25E-05,4.59E-05,0.000214278,0.001720724,0.000134871,0.001275684,0.002601102,0.003084616,0.001675251,0.007321044,0,4.04E-05,9.69E-05,0.000140385,0.002026663,2.99E-05,5.66E-05,0.005973798,0.001955525,0.007853611,0,0.000116907,0.000494204,4.28E-05,0.002065752,0.007205933,0.001429875,0,0.012128798,0,0.000805171,0.005582552,0.007675452,0,0.000102713,0.007201541,0.00049685,0.013602769,0,0.008891981,0.007700129,0,0.012503241,0,0.000493417,1.51E-05,0.020876763,0.000678985,0.034631699,0.001662971,0.004552921,0.008996089,0,0.001158181,0.000176856,9.20E-05,0.000277493,0.008568695,0.000596673,0.011207712,0,0.000765186,0.000130982,0.000287679,0.00039566,3.82E-05,0.000984429,0.000195341,0.000284317,0.000257012,7.73E-05,9.45E-06,6.60E-05,7.56E-06,5.35E-06,0
99.252861,6.93E-06,0.001340626,0.001045658,0.000203847,0.000637065,0.002348453,9.02E-05,1.14E-05,0.000346316,9.58E-05,0.003397181,1.65E-07,8.11E-05,0.004167776,4.08E-08,0.00387175,0.001735019,0.002346202,0.000100468,3.86E-05,0.000213505,0.001690014,0.00017259,0.001282919,0.002536431,0.003003267,0.001578589,0.007130175,0,4.82E-05,8.98E-05,0.000134136,0.002007882,3.05E-05,0.000114942,0.005864158,0.001992989,0.007585109,0,0.00011391,0.000495923,4.64E-05,0.002003967,0.007126687,0.001408438,0,0.01182126,0,0.000785211,0.005505506,0.007528386,0,9.63E-05,0.007154846,0.000475813,0.013138417,0,0.009032218,0.007892836,0,0.012263366,0,0.000515596,1.56E-05,0.020583529,0.000730883,0.034151338,0.001630248,0.004518043,0.008969832,0,0.001224033,0.000181605,9.86E-05,0.000266469,0.008537813,0.000582071,0.011124689,0,0.000759043,0.0001308,0.00028163,0.000388787,2.61E-05,0.000780893,0.000193682,0.000283396,0.000266357,8.87E-05,4.75E-06,5.73E-05,8.10E-06,4.63E-06,3.03E-08
100.54572,6.33E-06,0.001320802,0.001065204,0.000199744,0.000635319,0.00231002,9.24E-05,1.82E-05,0.000335326,6.11E-05,0.003292186,2.18E-07,8.87E-05,0.004178915,2.30E-05,0.003819379,0.001711867,0.002269254,9.57E-05,4.10E-05,0.000241058,0.001661595,0.000163217,0.001309724,0.00248464,0.002934144,0.001587611,0.006968658,0,4.44E-05,8.82E-05,0.000129909,0.001957971,3.78E-05,2.77E-05,0.005685704,0.001847352,0.007287828,0,0.000113467,0.000496071,5.16E-05,0.001955688,0.007020891,0.00134583,0,0.01146134,0,0.000754533,0.005495574,0.00741146,0,9.91E-05,0.007092641,0.000459545,0.012803856,0,0.008929219,0.008022337,0,0.011980026,0,0.000509855,1.35E-05,0.020280382,0.000686415,0.033473361,0.001621894,0.0043521,0.008943821,0,0.001246703,0.000183353,9.18E-05,0.000260261,0.008509935,0.000580719,0.011123558,0,0.000763776,0.000142995,0.000281173,0.000403556,3.28E-05,0.000953708,0.000196828,0.000296706,0.00026938,8.40E-05,2.25E-06,6.22E-05,6.74E-06,5.09E-06,0
101.85714,6.99E-06,0.001303193,0.00103112,0.000204345,0.000617906,0.002272446,7.60E-05,9.10E-06,0.000342601,6.66E-05,0.003254015,2.48E-06,9.74E-05,0.004229083,5.05E-06,0.003809354,0.001712726,0.0021677,9.57E-05,3.28E-05,0.00024839,0.001644742,0.00018,0.001348647,0.002467586,0.002903089,0.001561723,0.006815109,0,4.50E-05,8.92E-05,0.000141633,0.001921919,4.90E-05,0,0.005618108,0.001718307,0.007072987,0,0.000107825,0.000493086,4.66E-05,0.001979213,0.006968689,0.001390147,0,0.011465513,0,0.000751535,0.00548287,0.007190927,0,9.85E-05,0.007045528,0.000362779,0.012450835,0,0.009016593,0.008469073,0,0.011753283,0,0.000679799,9.94E-06,0.020153027,0.00069252,0.033355877,0.001596142,0.004231713,0.00885239,0,0.00127492,0.000189959,9.72E-05,0.000253333,0.008529994,0.000603197,0.011143437,0,0.00076737,0.000132018,0.000280747,0.000384518,2.98E-05,0.000987829,0.000195912,0.000310662,0.00027746,8.60E-05,7.79E-06,5.74E-05,6.15E-06,3.27E-06,0
103.16001,8.79E-06,0.001294779,0.001001252,0.000213211,0.000604735,0.002243713,8.32E-05,6.19E-06,0.000345328,7.56E-05,0.003153404,3.60E-06,8.89E-05,0.00424694,2.96E-06,0.003798673,0.001658154,0.002120406,9.75E-05,3.58E-05,0.000253089,0.001631221,0.000155524,0.001351916,0.002408181,0.002881631,0.001537005,0.006760871,0,3.61E-05,5.90E-05,0.000143429,0.001882221,5.20E-05,2.27E-05,0.005515825,0.001678404,0.006845154,0,0.000108409,0.000504882,4.58E-05,0.001972854,0.006906277,0.001320655,0,0.010950266,0,0.000722703,0.005439238,0.007124121,0,9.58E-05,0.007051343,0.000453377,0.012197795,0,0.008993108,0.008273074,0,0.011417577,0,0.000669824,1.46E-05,0.020137291,0.000722103,0.03271082,0.001603472,0.004081142,0.008816225,0,0.001308476,0.000192479,0.000104781,0.000257991,0.008547711,0.000568723,0.011143368,0,0.000767588,0.000133132,0.000285733,0.000394897,3.38E-05,0.000894686,0.000196308,0.000309886,0.000289723,8.44E-05,9.32E-06,5.68E-05,9.08E-06,5.77E-06,5.74E-07
104.43858,1.77E-06,0.001285955,0.000997737,0.00021924,0.000611429,0.002212553,8.59E-05,1.04E-05,0.000346655,6.38E-05,0.003103337,3.80E-06,8.61E-05,0.004296936,0,0.003795643,0.001596003,0.002022978,9.67E-05,3.58E-05,0.000258318,0.001650967,0.00015922,0.00137592,0.002418563,0.002841248,0.001505915,0.006648908,0,5.14E-05,9.17E-05,0.000147879,0.001839652,4.74E-05,0,0.005426254,0.001690449,0.006667167,0,0.000105157,0.00052536,4.23E-05,0.001921959,0.006835878,0.00133225,0,0.010842552,0,0.000715702,0.005436116,0.006655739,0,9.03E-05,0.007014543,0.00037231,0.011885896,0,0.008919578,0.007867817,0,0.011249833,0,0.000693506,1.23E-05,0.01994339,0.000699643,0.03230514,0.001556237,0.004177814,0.008810062,0,0.001342038,0.000199917,0.000103411,0.000250786,0.008536035,0.000596223,0.011093864,0,0.000761809,0.000134628,0.000279712,0.000402347,3.21E-05,0.001056757,0.000202539,0.00031721,0.000301587,8.00E-05,4.91E-06,5.59E-05,1.02E-05,3.91E-06,0
105.77999,8.17E-06,0.00126027,0.000986586,0.000217331,0.000603754,0.002184078,8.11E-05,1.09E-05,0.000340241,4.89E-05,0.00299715,4.97E-06,8.39E-05,0.004296503,1.71E-05,0.003785492,0.001578987,0.001969323,9.61E-05,2.95E-05,0.000254055,0.001641002,0.00013907,0.001416507,0.002367107,0.002825241,0.001466862,0.006561514,0,4.68E-05,8.77E-05,0.000150597,0.001701658,3.80E-05,0.00010995,0.005385389,0.001687695,0.006436698,0,0.000101048,0.000534937,5.46E-05,0.001901766,0.006797561,0.001173227,0,0.010566189,0,0.00070248,0.005417978,0.006496444,0,9.08E-05,0.006972887,0.000428816,0.011540295,0,0.009097011,0.007276952,0,0.010945975,0,0.000665431,2.01E-05,0.019700114,0.000714786,0.031803191,0.001555913,0.004235919,0.008606123,0,0.001355843,0.000198573,0.000108137,0.000272657,0.008542163,0.0005818,0.011055564,0,0.000736926,0.00013849,0.000283261,0.000409529,3.02E-05,0.000868753,0.000198696,0.000311083,0.000302838,8.07E-05,9.60E-06,6.72E-05,1.08E-05,6.08E-06,6.29E-07
107.05572,4.68E-06,0.001237333,0.000967158,0.000227219,0.000604746,0.002192027,8.38E-05,1.45E-05,0.000355141,3.51E-05,0.002915312,1.20E-06,8.64E-05,0.004351642,5.23E-05,0.003837447,0.001549893,0.001934436,8.67E-05,3.10E-05,0.000269754,0.00164264,0.000179496,0.001451317,0.002417662,0.002819734,0.001432607,0.006478029,0,4.60E-05,6.64E-05,0.000150999,0.001685427,5.13E-05,0,0.005302358,0.001660124,0.006325757,0,9.79E-05,0.000474806,4.44E-05,0.001944762,0.006786472,0.00122202,0,0.010423693,0,0.000704934,0.005428092,0.006391598,0,9.19E-05,0.006968554,0.000418487,0.011280519,0,0.009139339,0.007637555,0,0.010756982,0,0.000668161,2.25E-05,0.019733045,0.000706295,0.031578932,0.001546523,0.004121743,0.008556391,0,0.001391033,0.000200219,0.00011061,0.000247754,0.008567117,0.000555904,0.011097457,0,0.000754679,0.00014376,0.000283987,0.000413555,3.08E-05,0.00081412,0.000203009,0.000340747,0.000311659,8.90E-05,6.75E-06,4.04E-05,9.83E-06,5.32E-06,8.38E-08
108.34142,2.09E-06,0.001226351,0.000971251,0.000227663,0.000636793,0.002181744,6.61E-05,2.44E-06,0.000357142,3.80E-05,0.002875899,2.16E-06,7.93E-05,0.004362019,0,0.003827627,0.001583265,0.001855507,8.20E-05,2.91E-05,0.000278185,0.001647757,0.000183886,0.001491936,0.002332868,0.002802712,0.001406658,0.006352958,0,3.61E-05,8.23E-05,0.000154474,0.001665528,4.99E-05,1.19E-05,0.005230047,0.001601226,0.006163672,0,9.63E-05,0.000547663,3.41E-05,0.001903371,0.006673092,0.001348694,0,0.010195257,0,0.000693808,0.005376354,0.006184296,0,9.39E-05,0.006961113,0.000467356,0.011032729,0,0.008922945,0.007832217,0,0.010470646,0,0.000650337,1.37E-05,0.01955194,0.00066615,0.031123968,0.001515118,0.00406734,0.008408688,0,0.001397779,0.000200164,0.00011193,0.000263273,0.008521911,0.000575728,0.011007427,0,0.000748845,0.00013621,0.000286053,0.000390753,3.46E-05,0.001077404,0.000199039,0.000352925,0.000321385,9.06E-05,4.82E-06,6.73E-05,7.75E-06,5.89E-06,8.43E-07
109.74714,4.88E-06,0.001204921,0.000950978,0.000234857,0.000606409,0.002181231,7.64E-05,1.26E-05,0.0003488,4.15E-05,0.002748319,3.88E-06,8.62E-05,0.00439137,4.92E-05,0.003844317,0.001552519,0.001841611,8.40E-05,3.08E-05,0.000259409,0.001631891,0.000151686,0.001480295,0.00237613,0.002797406,0.00133324,0.006272004,0,3.91E-05,6.26E-05,0.000160888,0.001633883,4.91E-05,0,0.00518414,0.001555434,0.005947361,0,9.76E-05,0.000520255,5.47E-05,0.001895698,0.006677314,0.001167422,0,0.010036386,0,0.000690021,0.005374622,0.006142201,0,9.73E-05,0.006914181,0.000458399,0.010747792,0,0.009095134,0.007495502,0,0.010190914,0,0.000681455,1.11E-05,0.019382793,0.000683889,0.030630091,0.001497914,0.003878015,0.008324261,0,0.001390622,0.000215076,0.000117169,0.000258433,0.008495753,0.000572027,0.010934064,0,0.000750088,0.000143783,0.000285005,0.000400601,2.44E-05,0.00102102,0.000202779,0.000348277,0.000336938,9.09E-05,4.76E-06,6.60E-05,1.24E-05,4.45E-06,7.64E-07
111.04285,1.08E-05,0.001199913,0.00094041,0.000239946,0.000583268,0.002185163,7.49E-05,7.61E-06,0.00037807,4.05E-05,0.002748607,5.02E-06,9.04E-05,0.004413176,0,0.003881832,0.001514997,0.001773943,8.05E-05,3.52E-05,0.000262745,0.001654627,7.64E-05,0.001522924,0.002371746,0.00274947,0.001369356,0.006211342,0,4.09E-05,6.17E-05,0.000161865,0.001542036,5.38E-05,0,0.0051692,0.001610893,0.005819783,0,9.57E-05,0.000540571,5.28E-05,0.001888863,0.006619609,0.001097233,0,0.00985428,0,0.000671645,0.005340437,0.005826054,0,9.27E-05,0.006900705,0.000453667,0.010507192,0,0.008989563,0.006991983,0,0.009967553,0,0.000658505,1.33E-05,0.019288067,0.000691022,0.030303951,0.001483966,0.004290029,0.00813771,0,0.001402658,0.000214882,0.000113925,0.000244754,0.00850948,0.000570491,0.010894141,0,0.000743057,0.00014709,0.000284312,0.000348752,3.45E-05,0.000928756,0.000202819,0.000352822,0.000328755,8.14E-05,9.43E-06,5.97E-05,1.14E-05,1.42E-06,3.39E-07
112.52856,3.49E-06,0.001179949,0.000929034,0.000244459,0.000590921,0.002172256,6.89E-05,6.85E-06,0.000349708,3.58E-05,0.002655496,5.00E-06,9.45E-05,0.004428709,0,0.003895641,0.001514173,0.001705966,7.66E-05,2.46E-05,0.000281831,0.001646433,0.000148392,0.001517987,0.002322674,0.00272201,0.00125153,0.006096083,0,4.31E-05,4.49E-05,0.000174409,0.001463747,4.80E-05,2.15E-06,0.005089982,0.001522658,0.005703517,0,9.36E-05,0.000547069,4.25E-05,0.001949485,0.006543647,0.001047621,0,0.009652107,0,0.000669469,0.005265879,0.005566362,0,0.000100017,0.006841993,0.000462857,0.010256172,0,0.008670592,0.007099499,0,0.009618312,0,0.000601502,1.91E-05,0.018961931,0.000661287,0.029666668,0.001467775,0.003907153,0.00810682,0,0.001393217,0.000209648,0.00012219,0.000266665,0.008441566,0.000546352,0.010815294,0,0.000736169,0.000128339,0.000280453,0.000378023,2.48E-05,0.001059377,0.000201068,0.000381554,0.000346869,8.95E-05,1.02E-05,6.84E-05,1.17E-05,7.58E-06,1.46E-07
113.89857,0,0.001159998,0.000930214,0.00024546,0.000589947,0.002154514,4.39E-05,8.12E-06,0.000367283,4.63E-05,0.002585879,7.02E-06,8.87E-05,0.004476389,0,0.003930397,0.001477101,0.001668674,8.02E-05,2.84E-05,0.000265378,0.001664822,0.000107132,0.001559931,0.002279667,0.002718661,0.001281287,0.006011264,0,3.88E-05,7.37E-05,0.000175843,0.001546514,2.29E-05,7.55E-05,0.005011948,0.001502832,0.005574072,0,8.52E-05,0.000558739,3.29E-05,0.001865635,0.006498499,0.001101449,0,0.009453509,0,0.000644218,0.005236974,0.005539055,0,9.49E-05,0.00680084,0.000365822,0.010030448,0,0.008542826,0.007140074,0,0.009402924,0,0.000643619,1.47E-05,0.018780462,0.000633393,0.029175058,0.001437743,0.003995769,0.008002281,0,0.001386426,0.000225916,0.000117887,0.000245298,0.008406015,0.000502769,0.010659406,0,0.000709346,0.000147355,0.000281336,0.000388412,3.43E-05,0.000924123,0.00019822,0.00036928,0.000349618,9.17E-05,4.21E-06,5.83E-05,1.24E-05,5.21E-06,0
115.56858,4.29E-06,0.001130152,0.000936416,0.000254308,0.000579591,0.002146163,5.21E-05,4.17E-06,0.000358366,1.92E-05,0.002515608,4.08E-06,9.33E-05,0.004491074,0,0.003945835,0.001443602,0.001607616,7.25E-05,2.23E-05,0.000273375,0.001654615,7.72E-05,0.00158559,0.002202292,0.002713833,0.001144551,0.005862543,0,3.84E-05,7.52E-05,0.00017399,0.001301286,5.35E-05,0,0.004976915,0.001712543,0.005342581,0,9.15E-05,0.000506392,4.37E-05,0.001739083,0.006437906,0.000674404,0,0.009172059,0,0.000621122,0.005194901,0.004863206,0,8.74E-05,0.006707579,0.000521836,0.009543404,0,0.008938571,0.004491839,0,0.008861368,0,0.000576429,1.78E-05,0.018612733,0.000694445,0.028551741,0.001402044,0.004907938,0.007601278,0,0.001371981,0.000232147,0.000128484,0.000225845,0.008315455,0.000568342,0.010457927,0,0.000702529,0.000151322,0.000279284,0.000402499,4.20E-05,0.000717706,0.000195554,0.000395266,0.000357515,8.71E-05,2.78E-06,6.25E-05,1.17E-05,5.60E-06,0
117.00713,8.36E-06,0.00110661,0.000912151,0.000251131,0.00058124,0.002182803,5.55E-05,9.21E-06,0.000348767,2.33E-05,0.002447335,2.80E-06,9.35E-05,0.004495493,0,0.003970094,0.001387269,0.001544344,7.03E-05,2.51E-05,0.00028428,0.001654622,5.12E-05,0.001562937,0.002195815,0.002669251,0.001135696,0.005752922,0,3.83E-05,8.31E-05,0.000184506,0.001325653,3.94E-05,7.72E-05,0.004877905,0.001645463,0.005203562,0,8.88E-05,0.000511557,4.92E-05,0.001769374,0.006312422,0.000688463,0,0.009015053,0,0.000603139,0.005118083,0.004765978,0,8.74E-05,0.00663964,0.000582773,0.009295173,0,0.008686372,0.004888898,0,0.008692564,0,0.000580803,1.66E-05,0.018377656,0.000669177,0.02804355,0.001376706,0.004493998,0.007515485,0,0.001365614,0.000238883,0.000116749,0.000240286,0.00821499,0.000542164,0.010286367,0,0.000705228,0.000145323,0.000277082,0.000381764,3.36E-05,0.000947702,0.000195388,0.000414173,0.000351016,8.75E-05,3.66E-06,6.05E-05,1.41E-05,4.74E-06,0
118.59857,4.60E-06,0.001086805,0.000919326,0.000257187,0.00054245,0.00214734,4.77E-05,3.68E-06,0.000347142,2.81E-05,0.002377336,6.46E-06,9.16E-05,0.004535734,0,0.003997269,0.001435838,0.00150736,6.66E-05,2.56E-05,0.000279804,0.001628945,9.27E-05,0.001564627,0.002146402,0.002634242,0.001088504,0.005597681,0,4.29E-05,7.47E-05,0.000177748,0.001311477,5.46E-05,7.02E-05,0.004790129,0.001647878,0.005036837,0,8.39E-05,0.000539228,4.19E-05,0.001723092,0.006249474,0.00061588,0,0.00878017,0,0.000618991,0.005005077,0.004549014,0,8.12E-05,0.006532578,0.000488635,0.008997177,0,0.008622679,0.004399772,0,0.008343909,0,0.000584082,1.82E-05,0.018124226,0.000653155,0.027496632,0.001337791,0.004605074,0.007319621,0,0.001338981,0.000231083,0.000127788,0.000237479,0.00805903,0.000587187,0.010060458,0,0.000689095,0.000149687,0.000276404,0.000363514,2.86E-05,0.000765284,0.000195962,0.000414563,0.000343385,8.52E-05,4.72E-06,6.00E-05,1.50E-05,9.79E-06,0
119.9343,6.67E-06,0.001050922,0.000917774,0.000261189,0.000557997,0.002143116,5.90E-05,7.73E-06,0.000341855,4.38E-05,0.002310736,9.96E-06,8.97E-05,0.00451039,0,0.003995813,0.001375582,0.001452175,6.88E-05,2.46E-05,0.000264742,0.001651705,5.55E-05,0.001545277,0.002157646,0.002590521,0.00104603,0.0054588,0,3.85E-05,7.13E-05,0.000194679,0.00121098,3.48E-05,8.15E-05,0.004719467,0.001512471,0.004962189,0,8.23E-05,0.000506565,4.45E-05,0.00168029,0.006097934,0.000674555,0,0.008599664,0,0.00057959,0.004924583,0.004380266,0,8.75E-05,0.006447784,0.000453082,0.00876232,0,0.008127932,0.004884095,0,0.008224917,0,0.000545589,1.67E-05,0.017836878,0.000611731,0.026972232,0.00130567,0.004605057,0.007231249,0,0.00132005,0.000229982,0.000116138,0.000240012,0.007948354,0.000542025,0.009819639,0,0.000660864,0.000160156,0.000271219,0.000341786,2.91E-05,0.000588036,0.000191822,0.000386488,0.000353696,8.92E-05,4.74E-06,5.08E-05,1.41E-05,4.67E-06,0
121.34429,0,0.001040226,0.00088919,0.000265325,0.000536224,0.002113839,5.12E-05,1.66E-06,0.000337709,2.58E-05,0.002202104,3.87E-06,9.48E-05,0.004521706,0,0.003990524,0.001340242,0.001404554,5.68E-05,2.47E-05,0.000270087,0.001639144,6.63E-05,0.001520183,0.002133507,0.002568158,0.000996977,0.005324963,0,3.59E-05,6.54E-05,0.000197724,0.001166405,1.88E-05,0.000116627,0.004630335,0.001607942,0.004793391,0,8.03E-05,0.000557988,6.21E-05,0.001665058,0.006015291,0.000589625,0,0.008356066,0,0.000576569,0.004872399,0.004036817,0,9.35E-05,0.006347662,0.000457984,0.008435424,0,0.008026994,0.004230535,0,0.007772634,0,0.000550296,1.51E-05,0.017507693,0.000615009,0.026246902,0.001280954,0.004343958,0.007044767,0,0.001301042,0.000245899,0.000123554,0.000236249,0.007821298,0.000512967,0.009601859,0,0.000670682,0.000134322,0.000270989,0.000344698,3.33E-05,0.000999229,0.000186627,0.000392827,0.000354982,8.32E-05,3.51E-06,6.57E-05,1.13E-05,5.33E-06,2.62E-07
122.71143,6.75E-06,0.001005929,0.000894594,0.000262638,0.000529583,0.002121947,5.84E-05,5.66E-06,0.000350627,3.91E-05,0.002126418,5.61E-06,8.32E-05,0.004545907,0,0.004011422,0.001321946,0.001370358,6.09E-05,2.16E-05,0.000267608,0.001639503,8.00E-05,0.001497515,0.002129992,0.002557774,0.000955366,0.005197472,0,4.39E-05,6.69E-05,0.000195494,0.001091674,3.81E-05,8.73E-05,0.004603921,0.001517431,0.004662897,0,7.88E-05,0.000567915,3.24E-05,0.00162231,0.005986437,0.000534627,0,0.008166829,0,0.000549881,0.004846421,0.003913969,0,8.46E-05,0.006260752,0.000489391,0.008226531,0,0.007924725,0.004786879,0,0.007556505,0,0.00057686,1.35E-05,0.017225271,0.000617303,0.025542824,0.001258364,0.004203762,0.006843977,0,0.001286012,0.000237749,0.000113378,0.000221393,0.007723671,0.000510334,0.009437703,0,0.000648629,0.000142706,0.000265074,0.000347744,2.59E-05,0.000853908,0.000184451,0.000420887,0.000343979,8.65E-05,5.33E-06,8.01E-05,1.76E-05,4.44E-06,3.27E-07
124.18429,0,0.001004958,0.000876534,0.000264435,0.00051839,0.00211003,2.93E-05,7.33E-06,0.000340716,2.67E-05,0.002078296,8.06E-06,8.86E-05,0.004556967,0,0.004026167,0.001322722,0.001319179,5.97E-05,2.33E-05,0.000284106,0.001648422,4.21E-05,0.001475297,0.002063891,0.00253478,0.000904565,0.00504592,0,3.60E-05,6.59E-05,0.000195448,0.001037761,2.98E-05,8.38E-05,0.004517261,0.001531338,0.004545468,0,7.64E-05,0.00054069,4.73E-05,0.001580166,0.00583651,0.000510973,0,0.007930069,0,0.000550812,0.004764547,0.003713434,0,8.45E-05,0.006178976,0.000498535,0.007887995,0,0.007977,0.003286388,0,0.007323036,0,0.000522665,1.21E-05,0.01689359,0.000641884,0.024961978,0.00123321,0.004425896,0.006674704,0,0.001254139,0.000253476,0.00011529,0.000219242,0.007592584,0.000500988,0.009205931,0,0.000644965,0.000137024,0.000265508,0.000334675,3.95E-05,0.000559722,0.000185105,0.000413961,0.000354472,7.98E-05,8.41E-06,7.59E-05,1.88E-05,8.70E-06,0
