Last_Read_Heat_Zone_0,A_C3H4O2I_Avg,A_C2H2O3I_Avg,A_C2H4O3I_Avg,A_C3H2O3I_Avg,A_C3H4O3I_Avg,A_C2H2O4I_Avg,A_C2H4O4I_Avg,A_C4H2O3I_Avg,A_C4H4O3I_Avg,A_C4H6O3I_Avg,A_C3H4O4I_Avg,A_C2H2O5I_Avg,A_C5H4O3I_Avg,A_C4H2O4I_Avg,A_C5H6O3I_Avg,A_C4H4O4I_Avg,A_C4H6O4I_Avg,A_C3H4O5I_Avg,A_C2H3NO5I_Avg,A_C7H6O2I_Avg,A_C6H6O3I_Avg,A_C5H4O4I_Avg,A_C6H8O3I_Avg,A_C4H2O5I_Avg,A_C5H6O4I_Avg,A_C4H4O5I_Avg,A_C5H8O4I_Avg,A_C4H6O5I_Avg,A_C2H3NO6I_Avg,A_C7H6O3I_Avg,A_C6H5NO3I_Avg,A_C7H8O3I_Avg,A_C6H8O4I_Avg,A_C4H3NO5I_Avg,A_C5H5O5I_Avg,A_C5H6O5I_Avg,A_C4H4O6I_Avg,A_C5H8O5I_Avg,A_C3H3NO6I_Avg,A_C7H7NO3I_Avg,A_C7H6O4I_Avg,A_C6H5NO4I_Avg,A_C7H8O4I_Avg,A_C6H6O5I_Avg,A_C7H10O4I_Avg,A_C5H5NO5I_Avg,A_C6H8IO5_Avg,A_C4H3NO6I_Avg,A_C5H7INO5_Avg,A_C5H6O6I_Avg,A_C6H10IO5_Avg,A_C3H3NO7I_Avg,A_C7H7NO4I_Avg,A_C7H8O5I_Avg,A_C6H7NO5I_Avg,A_C7H10O5I_Avg,A_C5H5NO6I_Avg,A_C6H8IO6_Avg,A_C5H8IN2O5_Avg,A_C4H3NO7I_Avg,A_C6H10IO6_Avg,A_C4H5NO7I_Avg,A_C5H8O7I_Avg,A_C7H5NO5I_Avg,A_C7H8O6I_Avg,A_C6H7NO6I_Avg,A_C7H10O6I_Avg,A_C6H9INO6_Avg,A_C5H8IN2O6_Avg,A_C7H12IO6_Avg,A_C5H7NO7I_Avg,A_C5H10IN2O6_Avg,A_C7H6N2O5I_Avg,A_C6H5NO7I_Avg,A_C7H9NO6I_Avg,A_C7H8IO7_Avg,A_C6H7INO7_Avg,A_C7H10IO7_Avg,A_C5H5NO8I_Avg,A_C6H9INO7_Avg,A_C7H7NO7I_Avg,A_C7H9NO7I_Avg,A_C7H11INO7_Avg,A_C7H7NO8I_Avg,A_C7H10IN2O7_Avg,A_C7H9NO8I_Avg,A_C5H10IN2O9_Avg,A_C7H10IN2O8_Avg,A_C7H9NO9I_Avg,A_C6H6N2O10I_Avg,A_C7H8N2O10I_Avg,A_C7H8N2O11I_Avg,A_C6H5N3O12I_Avg,A_C7H7N3O12I_Avg
65.730003,3.02E-05,0.002232591,0.004077436,0.000171194,0.001438833,0.00439989,0.000249053,2.13E-05,0.000571746,0.000626744,0.012517436,0,0.00012966,0.00248349,0.000423002,0.0079866,0.004811635,0.00584435,0.00018321,8.17E-05,0.000219072,0.002054187,0.000448932,0.00060578,0.005897443,0.0059468,0.003955066,0.014599801,0,7.71E-05,4.16E-05,0.000262385,0.006996489,0,0,0.011991816,4.18E-05,0.024821412,0,6.54E-05,0.000606396,5.50E-05,0.005410335,0.009610878,0.0058574,0,0.022393651,0,0.001332437,0.004807334,0.017403802,0,6.14E-05,0.013375081,0.000416374,0.041934106,0,0.011314014,0.010427376,0,0.011287795,0,0.000436094,1.66E-05,0.024435664,0.000769238,0.042158786,0.002133471,0.002812093,0.005224493,0,0.000182808,0.000113877,7.13E-06,0.000256262,0.007662484,0.000475498,0.011017166,0,0.000769724,8.34E-05,0.000236876,0.000178022,0,0.000549292,0.000138647,0.000151671,0.000139831,4.40E-05,1.13E-05,2.02E-05,0,2.93E-06,0
67.30999,3.02E-05,0.002173062,0.003852546,0.000146166,0.001446984,0.004222587,0.000247205,2.63E-05,0.00055424,0.000661896,0.012321872,0,0.000132072,0.002449628,0.000407166,0.008345065,0.00476035,0.005803001,0.000185716,0.000106511,0.000226198,0.002074394,0.000456217,0.000617278,0.006025349,0.005830561,0.003979273,0.015941294,0,5.17E-05,4.12E-05,0.0002702,0.007074203,0,0,0.012157074,7.09E-05,0.026071392,0,5.20E-05,0.000613715,5.77E-05,0.005499372,0.00992546,0.006056972,0,0.023465538,0,0.001384568,0.00452746,0.018413385,0,7.04E-05,0.013901787,0.000423262,0.043882236,0,0.010382458,0.011396411,0,0.012499913,0,0.000430453,2.35E-05,0.025916768,0.000814416,0.045065388,0.002266322,0.002940259,0.006292944,0,0.000276767,0.000118294,1.62E-05,0.000264964,0.008181047,0.000503718,0.012021131,0,0.000794691,8.81E-05,0.000257927,0.00019445,2.46E-06,0.000600903,0.00015611,0.000166596,0.000136278,4.53E-05,8.40E-06,1.80E-05,0,3.79E-06,0
68.849998,2.69E-05,0.002080893,0.003588065,0.000167072,0.001433954,0.004040404,0.00024353,2.78E-05,0.000522956,0.000609138,0.011971048,0,0.000134102,0.00239877,0.000396003,0.008539489,0.004639067,0.006010572,0.000186456,0.000117318,0.000228925,0.002083206,0.000443774,0.000631831,0.006082323,0.005961734,0.003943594,0.016719379,0,9.75E-05,4.57E-05,0.00025153,0.007013211,0,0,0.012579448,0.000178946,0.026970983,0,5.91E-05,0.000610653,0,0.005456774,0.010544051,0.006014413,0,0.024194738,0,0.001414086,0.005248777,0.018997585,0,7.28E-05,0.014336373,0.00044143,0.044298161,0,0.010968572,0.012102933,0,0.013646341,0,0.000371896,1.04E-05,0.026909282,0.000865022,0.047408722,0.002359043,0.003164017,0.006994676,0,0.000413402,0.00012601,1.86E-05,0.000278145,0.008553856,0.00051229,0.012832172,0,0.000828571,8.85E-05,0.000290158,0.000201154,1.17E-05,0.000641412,0.000163183,0.000175053,0.00016559,4.79E-05,0,1.71E-05,0,2.98E-06,6.76E-06
70.310005,2.68E-05,0.00204998,0.003324454,0.000169971,0.001427384,0.00382801,0.000228307,6.31E-06,0.000495466,0.000624226,0.011428221,0,0.0001338,0.002362147,0.000394446,0.008469456,0.004489499,0.005679333,0.00017467,0.000116009,0.000228568,0.002042538,0.00048518,0.000708949,0.006025224,0.005847299,0.003864134,0.017247129,0,8.31E-05,4.09E-05,0.000246625,0.006848523,0,0,0.012580068,0.000335251,0.027025837,0,7.05E-05,0.000597217,0,0.005357405,0.01090843,0.006011086,0,0.024518522,0,0.001440761,0.005582005,0.019337619,0,7.70E-05,0.01464207,0.000458782,0.044398382,0,0.012101582,0.012564605,0,0.014719324,0,0.000281384,1.98E-05,0.027645053,0.00079645,0.049329322,0.002442181,0.003292962,0.007732851,0,0.000296626,0.00012884,2.16E-05,0.00028118,0.008806873,0.000526121,0.013547814,0,0.000831683,9.46E-05,0.000301061,0.000221267,0,0.000688422,0.00017167,0.000184946,0.000159332,4.84E-05,5.56E-06,1.57E-05,0,4.30E-06,0
71.619987,2.52E-05,0.001954299,0.00311032,0.000156827,0.001407185,0.003662344,0.000226778,0,0.000470062,0.00057388,0.01092965,0,0.000134507,0.002330521,0.000363168,0.008406098,0.00434165,0.005599834,0.000175987,0.000112197,0.000229167,0.002040406,0.000444889,0.000702315,0.005919835,0.005687541,0.003773201,0.017629791,0,9.47E-05,4.05E-05,0.000261521,0.006710577,0,0,0.012463843,0.000725735,0.026788983,0,6.85E-05,0.000579833,3.67E-05,0.005274675,0.01127492,0.005895074,0,0.02481045,0,0.0014536,0.005651512,0.019543773,0,7.55E-05,0.014660526,0.000464859,0.044648271,0,0.01136307,0.012840442,0,0.015646936,0,0.000292348,0,0.028205173,0.000783247,0.051032331,0.002489392,0.003525802,0.008475862,0,0.000369359,0.000132201,1.07E-05,0.000294398,0.009178404,0.000551608,0.01419284,0,0.000845106,9.63E-05,0.000303428,0.000230535,6.66E-06,0.000724701,0.000175219,0.000190367,0.000160499,5.07E-05,1.21E-05,1.43E-05,1.30E-06,3.35E-06,5.95E-06
72.799995,2.43E-05,0.001918471,0.002899442,0.000145996,0.00139132,0.003517542,0.000215363,2.69E-05,0.000454729,0.000574392,0.010465956,0,0.000128594,0.002359497,0.000363679,0.008307412,0.004203277,0.005347785,0.000168978,0.000104218,0.000226269,0.002044422,0.000469639,0.000671166,0.005802643,0.005567391,0.003746104,0.017819049,0,0.000116073,3.53E-05,0.000255498,0.006567637,0,0,0.012354715,0.00079211,0.026506618,0,6.22E-05,0.000587505,0,0.005222884,0.011550829,0.005861581,0,0.025002658,0,0.001464571,0.005793469,0.019672722,0,7.92E-05,0.014794197,0.000459112,0.044740163,0,0.010933748,0.013469552,0,0.016658669,0,0.000306634,7.47E-06,0.028647538,0.000712793,0.052577689,0.002512808,0.003542506,0.009551471,0,0.000660759,0.000136673,3.23E-05,0.00029261,0.009436936,0.000569005,0.014853282,0,0.000873591,9.89E-05,0.000316517,0.000252902,2.27E-05,0.00076542,0.000182256,0.000199275,0.000179877,5.04E-05,0,1.43E-05,0,3.27E-06,0
74.120003,2.48E-05,0.001866858,0.002725282,0.000136139,0.001351636,0.003269041,0.00020438,2.43E-05,0.000433801,0.000616959,0.00999533,0,0.000124014,0.00231964,0.000345932,0.008128583,0.004079081,0.005086793,0.000156439,0.000112081,0.000232232,0.002039257,0.000441999,0.000723794,0.005690347,0.005426266,0.003661843,0.018002756,0,9.88E-05,3.86E-05,0.000264175,0.006418102,0,0,0.012175816,0.000898971,0.02633843,0,4.07E-05,0.000579871,3.66E-05,0.005150848,0.011687363,0.005787034,0,0.025008176,0,0.001459987,0.005868005,0.019704549,0,7.60E-05,0.014942975,0.000448269,0.044902083,0,0.010266056,0.014129394,0,0.017590234,0,0.000316801,1.92E-05,0.028923327,0.000745366,0.053883478,0.002648902,0.003593483,0.010482291,0,0.000603371,0.000146181,2.03E-05,0.000301279,0.009734523,0.000567018,0.015523425,0,0.00087672,0.000105258,0.000326778,0.000247348,0,0.000789411,0.000186289,0.000213925,0.000179542,5.21E-05,0,1.51E-05,0,3.33E-06,0
75.340004,2.21E-05,0.001846678,0.002562672,0.000149813,0.001324241,0.003152048,0.000203078,2.60E-05,0.000414901,0.000556019,0.009568111,0,0.000134405,0.002333827,0.000347591,0.007979898,0.003943303,0.004853362,0.000154402,0.000105249,0.000239452,0.00206117,0.000454313,0.000641864,0.005549822,0.005263454,0.003641323,0.0180384,0,8.72E-05,3.89E-05,0.000262001,0.006243332,0,0,0.011917085,0.001240435,0.02593812,0,4.57E-05,0.000570853,6.76E-05,0.005068423,0.011659297,0.00576776,0,0.025052415,0,0.001458888,0.005954532,0.01964782,0,8.31E-05,0.015132759,0.000483936,0.045511078,0,0.009469127,0.014494489,0,0.018600231,0,0.000329726,1.51E-05,0.029202631,0.000639716,0.055201758,0.002638194,0.003692017,0.011742659,0,0.000712178,0.000151265,1.63E-06,0.000305533,0.010072557,0.0005853,0.016271256,0,0.000892482,0.000107482,0.000341759,0.000273964,2.09E-05,0.000860457,0.000196412,0.000223469,0.000194929,5.70E-05,3.47E-06,1.53E-05,0,2.57E-06,0
76.459999,2.42E-05,0.001812185,0.002422707,0.000144846,0.001295654,0.003011221,0.000194289,3.09E-05,0.000389881,0.000519196,0.009233162,0,0.00012494,0.002317509,0.000321166,0.007920883,0.003882409,0.004603293,0.000152288,0.000101609,0.000234228,0.002062548,0.000442734,0.000675905,0.005469045,0.005207181,0.003538488,0.018161122,2.83E-08,0.000104239,3.80E-05,0.000230024,0.006075717,0,0,0.011940132,0.001499275,0.025661932,0,6.86E-05,0.000568823,6.51E-05,0.00502183,0.012256856,0.00560467,0,0.025229707,0,0.001476818,0.006266968,0.019659933,0,8.09E-05,0.015352968,0.000510257,0.045853965,0,0.009561341,0.014673074,0,0.019780401,0,0.000349162,3.42E-06,0.029808026,0.000682008,0.05688829,0.002729541,0.003968591,0.012878682,0,0.000736569,0.000164519,2.03E-05,0.000307827,0.010478999,0.000609791,0.017091556,0,0.000942176,0.000109107,0.000348783,0.000279606,2.30E-05,0.00090607,0.000191726,0.000234941,0.000219253,5.72E-05,1.30E-06,1.19E-05,0,4.69E-06,1.13E-06
77.650002,2.44E-05,0.001733537,0.002304831,0.000161622,0.001266049,0.002958674,0.000193616,8.09E-06,0.000377777,0.000508823,0.008992184,0,0.000119768,0.002316995,0.000327417,0.007835445,0.003841561,0.004576605,0.000144372,9.27E-05,0.000242398,0.00202369,0.000451183,0.000675973,0.005428563,0.005229545,0.003560781,0.018289972,0,8.08E-05,3.92E-05,0.000220421,0.005976114,0,0,0.011931646,0.001760184,0.025196891,0,5.90E-05,0.000584043,9.47E-05,0.005027233,0.012709916,0.005629072,0,0.025447583,0,0.001497594,0.006851002,0.019933132,0,8.73E-05,0.015615205,0.000500266,0.045106724,0,0.010866029,0.015158147,0,0.021047167,0,0.000362008,2.75E-05,0.030474534,0.00083414,0.058756709,0.002799853,0.004119603,0.013813516,0,0.000662416,0.000165157,2.03E-05,0.000303691,0.010852597,0.000634013,0.017935706,0,0.001034974,0.000117735,0.000376701,0.000300151,2.42E-05,0.000963438,0.000199752,0.000250771,0.00022987,6.07E-05,0,1.03E-05,0,3.58E-06,0
78.849998,2.22E-05,0.00179765,0.002166927,0.000164879,0.001235023,0.002893746,0.000182085,2.97E-05,0.000371902,0.000494751,0.008679573,0,0.000117758,0.002321362,0.000307666,0.007730809,0.00377587,0.004326142,0.000141697,0.000106874,0.000248054,0.002072616,0.000445919,0.000833189,0.005341576,0.005194121,0.003525783,0.01839174,0,0.00010357,3.52E-05,0.00023928,0.005837677,0,0,0.011979671,0.002115916,0.024592802,0,6.13E-05,0.000581188,8.05E-05,0.005013324,0.012988907,0.005508716,0,0.025671668,0,0.001499963,0.00702682,0.019863553,0,8.96E-05,0.015937123,0.000534281,0.045281362,0,0.01125192,0.015264281,0,0.022487409,0,0.000369547,2.95E-05,0.031144308,0.000843124,0.060535349,0.002975276,0.004408981,0.01487828,0,0.000870775,0.00017725,4.06E-05,0.000313944,0.011342993,0.000669321,0.018969961,0,0.001086826,0.000118208,0.000142768,0.000326784,5.96E-06,0.001044086,0.000221213,0.00026562,0.000246375,6.81E-05,0,7.21E-06,0,4.12E-06,0
80.129997,2.47E-05,0.001765919,0.002080752,0.000160565,0.001212719,0.002734483,0.000185561,3.38E-05,0.000354053,0.000450096,0.008450033,0,0.000123063,0.002340239,0.000280312,0.007728867,0.003745225,0.004296232,0.00014136,0.000110027,0.000252221,0.002073393,0.000465449,0.000753837,0.005283969,0.00503664,0.003528344,0.01869956,1.39E-07,0.000114531,2.21E-05,0.000234108,0.00581785,0,0,0.011957422,0.00227229,0.024592694,0,6.41E-05,0.000573261,3.69E-05,0.004972194,0.013378203,0.005501634,0,0.02605754,0,0.001529318,0.007543109,0.02003772,0,9.27E-05,0.016192868,0.000528954,0.045673776,0,0.011207503,0.01594132,0,0.023967212,0,0.000396695,1.14E-05,0.031998679,0.000881873,0.062729329,0.00305846,0.004597597,0.016522426,0,0.000840905,0.00018192,5.33E-05,0.000323696,0.011895412,0.000700312,0.020085007,0,0.001127768,0.000129704,0.000144502,0.000352236,2.14E-05,0.00111274,0.000229835,0.000282084,0.000270553,6.96E-05,0,1.00E-05,0,4.60E-06,0
81.43,2.29E-05,0.001772145,0.001971593,0.000147484,0.001162479,0.002625817,0.000180348,3.81E-05,0.000346966,0.00041883,0.008206639,0,0.000128325,0.002371116,0.000293805,0.007601049,0.003688083,0.004108256,0.000130257,0.0001214,0.000244951,0.002065791,0.000465161,0.000857097,0.005293441,0.005176589,0.003522268,0.01877014,0,0.000126015,3.08E-05,0.000259663,0.005740886,0,0,0.012111253,0.002400604,0.024277041,0,5.08E-05,0.000605615,7.26E-05,0.005020353,0.014034241,0.005535808,0,0.026290637,0,0.001540858,0.008016603,0.020186609,0,9.52E-05,0.016652618,0.000556207,0.046020713,0,0.011281463,0.016810505,0,0.025384994,0,0.000422209,2.32E-05,0.032805383,0.000894955,0.06487105,0.003178387,0.004781885,0.017826593,0,0.000980823,0.000193325,2.22E-05,0.000340225,0.012460247,0.000724386,0.021254638,0,0.001201311,0.000133735,0.000172135,0.00035725,1.21E-05,0.001198237,0.000243402,0.000307248,0.00026753,7.33E-05,5.82E-07,6.55E-06,0,4.16E-06,0
82.800003,2.09E-05,0.001736418,0.001888804,0.000155161,0.001139716,0.002557076,0.000173563,2.28E-05,0.00033807,0.000393716,0.007910451,0,0.000120289,0.00242588,0.000264285,0.007587009,0.003642817,0.004025149,0.000132873,0.000106531,0.000253836,0.002139779,0.000432643,0.000856837,0.005197887,0.005041804,0.003455848,0.018726792,0,7.75E-05,3.42E-05,0.000239643,0.00552385,0,0,0.012006762,0.002678493,0.023952199,0,6.60E-05,0.000587064,9.02E-05,0.004956403,0.014479621,0.005321445,0,0.026400255,0,0.001550062,0.008300057,0.020132082,0,9.55E-05,0.016957903,0.000590091,0.046019297,0,0.011433859,0.016950538,0,0.02695816,0,0.000450213,2.32E-05,0.033592727,0.001079511,0.06662529,0.003223706,0.005110304,0.019099794,0,0.001107148,0.000205572,2.13E-05,0.000330496,0.01303916,0.000737713,0.02240888,0,0.001261713,0.000139534,0.000152994,0.000377704,2.75E-05,0.001285951,0.00025332,0.000317034,0.00031695,7.42E-05,0,1.55E-06,0,5.49E-06,0
84.059998,1.91E-05,0.001709846,0.00179175,0.000148021,0.001088222,0.002465079,0.000165806,2.57E-05,0.000325452,0.000375954,0.0076069,0,0.000121088,0.002371697,0.000263497,0.007394394,0.003566226,0.003834227,0.000128442,9.49E-05,0.000251234,0.002124278,0.000421065,0.000952302,0.005102246,0.005118493,0.003399938,0.018544059,0,0.000120435,3.68E-05,0.000257683,0.005429352,0,0,0.012110712,0.002788722,0.023029469,0,5.90E-05,0.000624241,3.24E-05,0.004944781,0.01501202,0.005286617,0,0.02650149,0,0.00155699,0.008781435,0.020153044,0,9.33E-05,0.017121516,0.000587399,0.04520952,0,0.0126384,0.017685171,0,0.028328976,0,0.0004839,2.22E-05,0.034333054,0.001171979,0.068510771,0.003377754,0.005318459,0.020076303,0,0.001002448,0.000212503,7.14E-05,0.000344901,0.013501531,0.000780388,0.023360707,0,0.001273564,0.000148659,0.000174089,0.000404188,0,0.001390085,0.000264941,0.000350293,0.000321323,7.94E-05,3.90E-06,3.88E-06,0,5.69E-06,0
85.669998,2.16E-05,0.001688188,0.001701131,0.000159473,0.001061294,0.002358605,0.000162811,4.32E-05,0.000323006,0.000315057,0.007341082,0,0.000118512,0.002413024,0.000255698,0.007293844,0.003521011,0.003656859,0.000119179,9.96E-05,0.000251863,0.002074782,0.000438203,0.000985625,0.005018672,0.004843822,0.0033673,0.018551456,0,9.40E-05,3.43E-05,0.000254783,0.005284698,0,0,0.011918794,0.002949824,0.02277334,0,6.61E-05,0.000620377,5.06E-05,0.004876825,0.015257921,0.005225614,0,0.026611213,0,0.001562124,0.00919372,0.020081943,0,9.79E-05,0.017565202,0.000554024,0.045763247,0,0.012808844,0.018401358,0,0.029683618,0,0.000510158,1.91E-05,0.034994394,0.001056611,0.070352793,0.003434588,0.005457785,0.021799752,0,0.001313614,0.000222136,3.23E-05,0.000354062,0.014167666,0.000742475,0.024679758,0,0.001334927,0.0001518,0.000148013,0.000426168,7.77E-06,0.001446644,0.000270642,0.000360996,0.000347688,8.78E-05,0,2.70E-06,0,4.09E-06,0
87.119987,1.78E-05,0.001682939,0.001654958,0.000170909,0.001026876,0.002232474,0.000158046,3.63E-05,0.000311134,0.00039398,0.007049688,0,0.000115915,0.002430489,0.000234834,0.007179877,0.003442945,0.003413091,0.000115686,8.51E-05,0.000258042,0.001977091,0.000429424,0.000933798,0.004871638,0.004788329,0.003276361,0.018223597,0,0.000123916,3.02E-05,0.000266523,0.005169569,0,0,0.011744685,0.002972981,0.022566577,0,7.99E-05,0.000623145,5.42E-05,0.004847255,0.01505816,0.005075921,0,0.026545448,0,0.001531754,0.009022958,0.019896116,0,9.60E-05,0.017654188,0.000589116,0.045957174,0,0.010938242,0.018891921,0,0.030765144,0,0.000549732,1.96E-05,0.035501495,0.000951269,0.071671754,0.003465577,0.005576484,0.023992008,0,0.001458359,0.000235819,4.38E-05,0.000368503,0.014679326,0.000750919,0.02559541,0,0.001391852,0.000155683,0.00014142,0.000448729,1.38E-05,0.001586484,0.000277211,0.000386783,0.0003674,8.84E-05,0,9.89E-07,0,3.37E-06,0
88.499992,1.59E-05,0.001696233,0.001581276,0.000160807,0.000988012,0.002175129,0.000151035,2.89E-05,0.00030358,0.000314668,0.006749851,0,0.000117232,0.002390412,0.00022832,0.006975467,0.003341219,0.003437976,0.000108994,8.44E-05,0.000254502,0.001935851,0.000400759,0.000978517,0.00472207,0.004593239,0.003202039,0.017958723,0,0.000107329,2.97E-05,0.000247983,0.004964287,0,0,0.011732259,0.003091806,0.02173616,0,7.62E-05,0.000635071,3.98E-05,0.004711388,0.01542023,0.004932792,0,0.026252352,0,0.001536732,0.009140345,0.019565234,0,0.00010127,0.017739212,0.000606671,0.045414522,0,0.011685462,0.018834496,0,0.031445861,0,0.00057419,9.38E-06,0.03572892,0.001051833,0.072515398,0.003531114,0.005788626,0.025448002,0,0.001646154,0.000238095,6.26E-05,0.000369203,0.015212148,0.000772385,0.026685974,0,0.001430935,0.000162733,0.00015373,0.000475186,1.35E-05,0.001625966,0.000302485,0.000411475,0.000415568,9.17E-05,0,5.26E-07,0,3.65E-06,0
90.149994,1.52E-05,0.001656354,0.00154116,0.000180915,0.000954731,0.002125857,0.000146175,3.91E-05,0.000307472,0.000345295,0.006443431,0,0.000113543,0.002469534,0.000218716,0.006911448,0.003252274,0.00321198,0.000110093,0.000103139,0.000261487,0.001994051,0.000394605,0.000978084,0.004604177,0.004525303,0.00308949,0.017695663,0,0.000130922,2.93E-05,0.00026625,0.004791146,0,0,0.011603109,0.00302225,0.021043897,0,7.49E-05,0.000628291,6.83E-05,0.004639208,0.015178664,0.004857242,0,0.025770599,0,0.001526228,0.009210073,0.019116163,0,0.000100604,0.017896894,0.000652762,0.044956807,0,0.011184806,0.019451886,0,0.031902824,0,0.000606787,1.16E-05,0.035731468,0.001107733,0.072805531,0.003599932,0.005827249,0.026861705,0,0.001928924,0.000247312,5.44E-05,0.000364478,0.015794216,0.000792632,0.027588887,0,0.001479661,0.000168619,0.000173892,0.000474834,1.38E-05,0.0016792,0.000308351,0.000425396,0.0004311,9.59E-05,0,9.53E-07,0,5.06E-06,0
91.580002,1.66E-05,0.001643994,0.00148657,0.000174477,0.000932325,0.002042964,0.000136534,1.75E-05,0.000299466,0.000304561,0.006139344,0,0.000108763,0.002506492,0.000190777,0.00665066,0.003141982,0.003031279,0.000102614,6.86E-05,0.00026102,0.001919632,0.000375235,0.000978498,0.004408905,0.004439518,0.002967233,0.016970765,0,0.000113807,3.54E-05,0.000256612,0.004566923,0,0,0.011147653,0.003016591,0.020061754,0,5.75E-05,0.000629001,1.22E-05,0.004511974,0.015111406,0.004594567,0,0.025185224,0,0.001479303,0.009335111,0.018491561,0,9.72E-05,0.017524226,0.000660901,0.043336209,0,0.010862703,0.019199323,0,0.03195487,0,0.000631524,2.72E-05,0.035495829,0.001167049,0.072763443,0.003561477,0.006083826,0.027530299,0,0.001759461,0.000251603,7.50E-05,0.000358145,0.015815742,0.000795569,0.027950358,0,0.001457247,0.000169627,0.000182158,0.000461927,1.88E-05,0.001744666,0.000312495,0.000450895,0.000460788,0.00010068,0,4.20E-07,0,3.68E-06,0
93.040009,1.71E-05,0.001604117,0.001453774,0.000179963,0.000913772,0.00195121,0.000131241,3.44E-05,0.000298898,0.000290748,0.005846292,0,0.000106612,0.002479676,0.000182149,0.006390713,0.003064509,0.002768935,9.46E-05,8.99E-05,0.000258306,0.001895947,0.00034796,0.000949651,0.004233486,0.004162348,0.002898467,0.016310802,0,8.95E-05,3.45E-05,0.000251939,0.00432534,0,1.49E-05,0.010914778,0.002966036,0.019285338,0,6.95E-05,0.000625651,5.07E-05,0.004403958,0.014851817,0.004426996,0,0.024556149,0,0.001441599,0.00929617,0.01776896,0,9.23E-05,0.017287064,0.000573468,0.042316556,0,0.010510616,0.019443763,0,0.031663168,0,0.000654662,3.09E-05,0.035029687,0.00122625,0.072181009,0.003510221,0.006123317,0.028130254,0,0.002029125,0.000250168,5.78E-05,0.000380713,0.01598716,0.000796259,0.028200131,0,0.00149121,0.000169604,0.000149269,0.000442598,3.42E-05,0.001745281,0.000310451,0.000473645,0.000461965,0.000103032,0,1.17E-06,0,5.55E-06,0
94.449997,1.40E-05,0.00159585,0.001408755,0.00017755,0.000885916,0.002011685,0.000128733,3.12E-05,0.00029134,0.000207433,0.005565547,0,0.000109826,0.002569864,0.000175056,0.006240836,0.002990575,0.002699084,8.70E-05,7.43E-05,0.000267196,0.001781344,0.000343905,0.001108844,0.004052487,0.004223416,0.00275779,0.015780022,0,0.000110969,2.94E-05,0.00026082,0.004120227,0,1.73E-05,0.010770271,0.002906826,0.017883055,0,6.85E-05,0.000620065,1.59E-05,0.004226619,0.01483281,0.004182151,0,0.023823041,0,0.001419331,0.009807627,0.016947582,0,9.00E-05,0.017257452,0.000575913,0.040493798,0,0.012042718,0.018750085,0,0.031157514,0,0.000681205,1.37E-05,0.034572616,0.001333385,0.07132858,0.003504576,0.006320435,0.028042831,0,0.001897034,0.000262216,7.82E-05,0.000367038,0.016027249,0.000793947,0.028391548,0,0.001480556,0.000173009,0.000167262,0.000359701,6.00E-06,0.001780244,0.000317625,0.000482478,0.00053738,0.00010559,0,6.34E-07,0,6.70E-06,0
95.830009,1.70E-05,0.001592262,0.001364683,0.000195536,0.00085179,0.001935633,0.000115768,3.18E-05,0.00028838,0.000215579,0.005295655,0,0.000109835,0.002581294,0.000180977,0.006091163,0.002878395,0.002521579,8.55E-05,5.72E-05,0.000261752,0.001799283,0.000317513,0.001023834,0.00390666,0.004002231,0.002662639,0.015156901,0,0.000111526,2.89E-05,0.000256994,0.00394363,0,4.80E-05,0.010382483,0.002723586,0.017431794,0,6.24E-05,0.000621074,0.000101202,0.004148749,0.01433578,0.004030199,0,0.022906967,0,0.001351966,0.009268166,0.016288586,0,9.03E-05,0.016803294,0.000581861,0.039470602,0,0.010950436,0.018720586,0,0.030304432,0,0.000699701,8.13E-06,0.033870522,0.001104889,0.070183568,0.003450065,0.006215422,0.028620144,0,0.002216072,0.00025811,9.26E-05,0.000359749,0.016055012,0.000790273,0.028515663,0,0.001485908,0.000174309,0.000158075,0.000355957,2.44E-05,0.001773703,0.000326133,0.000493856,0.000542493,9.90E-05,0,2.35E-06,0,5.22E-06,0
97.190002,1.19E-05,0.001501784,0.001338085,0.000198448,0.000849972,0.00183462,0.000110705,1.07E-05,0.000281469,0.000202811,0.005070527,0,0.000103312,0.002558481,0.000157187,0.005838672,0.002776268,0.00237031,7.76E-05,7.03E-05,0.00026959,0.001672711,0.000313176,0.00100163,0.003746489,0.003809325,0.002607731,0.014497278,0,0.000105906,2.45E-05,0.000261556,0.003750472,7.17E-05,4.53E-05,0.010098848,0.002667269,0.016229194,0,6.31E-05,0.000625579,5.89E-05,0.004002641,0.013836487,0.003875739,0,0.022211725,0,0.001323877,0.009181467,0.01560913,0,9.26E-05,0.016306775,0.000608495,0.038278122,0,0.009933075,0.018404152,0,0.029435605,0,0.000714558,2.60E-05,0.033226017,0.0010042,0.06879124,0.003385701,0.006125423,0.028891033,0,0.00217747,0.000259555,8.48E-05,0.000353978,0.015907427,0.000784683,0.02821891,0,0.001465914,0.000172851,0.000147242,0.00035232,2.08E-05,0.001792931,0.000318912,0.000501427,0.000539708,0.000100048,0,4.68E-07,0,3.82E-06,0
